tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
7.4,6.2,9.1,1.3,,339.0,14.0,,1019.6,
7.8,4.0,11.6,,,262.0,12.5,,1018.8,
5.8,3.8,8.3,1.0,,336.0,20.2,,1010.9,
4.1,0.4,8.9,1.5,,303.0,14.9,,1013.2,
5.7,2.3,9.1,,,331.0,17.2,,,
6.9,2.8,10.6,,,14.0,10.7,,1014.9,
8.9,6.1,12.5,,,159.0,13.8,,1005.4,
9.9,7.5,13.8,7.1,,171.0,9.4,,1002.7,
8.2,4.5,12.3,,,145.0,11.4,,1002.2,
10.5,8.4,14.0,1.8,,198.0,13.0,,1003.1,
10.8,7.3,14.7,1.8,,240.0,16.5,,1011.4,
10.5,6.4,15.0,,,,,,,
10.6,8.7,13.4,8.1,,231.0,17.8,,1005.2,
9.2,6.6,12.4,9.1,,188.0,11.2,,1003.5,
10.4,7.5,12.6,0.8,,37.0,12.9,,1011.4,
8.8,6.9,10.5,3.8,,47.0,20.6,,1020.9,
9.9,7.4,14.3,,,46.0,12.0,,1020.1,
11.1,8.2,16.3,,,28.0,11.2,,1010.0,
9.3,5.7,13.4,,,,,,,
8.9,5.1,12.5,,,46.0,14.8,,1021.6,
8.8,5.4,12.4,,,47.0,15.7,,1025.3,
10.5,6.0,15.1,,,51.0,14.4,,1027.9,
11.7,6.2,17.5,,,74.0,10.8,,1028.5,
11.9,6.0,18.3,,,43.0,13.2,,1022.2,
16.8,10.1,23.1,,,77.0,11.1,,1017.3,
19.6,13.9,26.3,,,92.0,11.0,,1020.1,
18.0,8.9,24.5,,,49.0,11.2,,1019.8,
17.6,11.8,,,,,,,,
13.1,11.6,15.1,0.8,,,,,,
14.2,10.0,19.0,1.5,,,,,,
12.7,10.9,16.4,10.2,,208.0,13.6,,,
9.4,7.7,11.6,5.8,,237.0,21.4,,1002.1,
11.6,,16.5,1.3,,,,,,
13.6,9.6,16.3,,,298.0,8.7,,1024.5,
15.6,13.0,18.6,,,59.0,8.5,,1026.4,
13.3,6.5,17.4,,,,13.4,,,
14.6,9.5,19.1,,,96.0,18.7,,1023.7,
15.8,8.7,,,,,,,,
17.1,11.9,22.7,,,88.0,14.1,,1023.7,
14.6,10.2,20.3,,,102.0,13.0,,1022.2,
18.7,14.3,23.9,,,260.0,8.3,,1019.6,
17.1,14.0,21.0,1.5,,225.0,14.8,,,
19.5,15.8,25.2,1.5,,224.0,17.5,,1020.7,
18.1,13.3,22.5,,,266.0,14.8,,1021.2,
18.8,14.5,23.0,,,301.0,13.4,,1017.6,
15.3,12.5,18.1,,,322.0,16.9,,1019.2,
15.0,12.1,18.4,,,295.0,15.9,,1021.2,
13.8,,16.6,0.8,,,,,,
12.0,7.5,16.1,,,337.0,16.0,,1023.7,
15.1,11.0,19.7,,,256.0,9.0,,1024.2,
16.7,12.4,20.8,,,281.0,9.8,,1017.5,
15.7,12.1,19.0,,,257.0,15.7,,1011.4,
13.7,9.9,17.3,,,265.0,18.6,,1010.5,
12.6,9.1,15.6,,,294.0,8.3,,1013.5,
13.0,9.5,16.7,,,305.0,8.7,,1014.6,
11.7,10.3,13.3,5.6,,330.0,14.2,,1016.0,
13.6,5.9,18.0,,,,,,,
15.9,13.0,18.8,,,305.0,10.5,,1019.7,
17.3,13.9,21.8,,,150.0,10.6,,1015.4,
17.4,13.2,22.7,,,,8.9,,1013.4,
16.2,12.7,19.9,8.1,,185.0,11.9,,,
14.9,13.3,16.5,21.1,,146.0,10.5,,1002.9,
13.2,12.4,14.5,1.3,,348.0,18.3,,1014.3,
14.3,,,,,,,,,
16.8,11.5,21.5,,,195.0,11.3,,1026.7,
17.6,10.9,23.7,,,231.0,14.7,,1019.3,
16.2,11.1,20.8,,,313.0,12.0,,1017.5,
16.4,10.5,22.4,,,33.0,10.3,,1017.8,
17.1,13.2,21.6,,,100.0,12.8,,1018.7,
20.1,14.3,28.1,,,83.0,10.2,,1020.7,
22.0,16.7,27.8,,,104.0,15.6,,1022.9,
24.3,17.5,31.8,,,112.0,18.6,,1014.7,
19.9,16.9,25.1,,,239.0,17.2,,,
18.4,14.8,22.7,,,221.0,16.3,,1016.0,
19.3,17.2,21.4,1.5,,231.0,17.3,,1019.4,
19.5,16.5,22.6,1.5,,273.0,17.4,,1019.9,
20.3,14.8,25.1,,,295.0,10.5,,1026.5,
23.9,20.1,27.1,,,151.0,8.6,,1026.8,
23.1,18.5,28.1,,,116.0,12.5,,1017.6,
23.8,19.2,27.8,,,77.0,17.1,,1008.7,
23.7,19.4,29.3,,,92.0,14.4,,1009.4,
21.3,18.3,26.2,3.8,,212.0,9.5,,,
19.3,18.1,21.2,,,306.0,6.9,,1005.7,
18.5,17.1,20.5,1.0,,288.0,14.9,,1008.9,
17.4,13.9,21.2,,,233.0,15.8,,1013.8,
16.7,14.5,20.2,4.1,,214.0,22.0,,,
16.6,14.0,19.9,,,265.0,24.7,,1007.4,
16.4,12.7,20.2,,,265.0,16.2,,1009.6,
15.8,13.3,21.1,,,246.0,13.9,,1006.9,
15.1,13.2,18.5,5.8,,,7.8,,1006.1,
15.8,12.5,18.7,,,254.0,4.9,,1014.6,
17.3,13.3,20.2,,,322.0,6.7,,1015.6,
16.2,13.4,21.0,,,137.0,18.3,,1003.7,
16.4,13.8,20.8,5.1,,,,,,
14.8,13.4,17.1,3.0,,334.0,17.7,,1004.5,
15.4,10.4,20.9,,,256.0,14.4,,1015.2,
17.6,13.0,21.1,2.8,,211.0,20.3,,1013.6,
17.4,14.6,20.1,0.8,,214.0,11.2,,1017.0,
18.7,11.9,24.6,,,,6.0,,1018.0,
19.2,14.8,23.2,,,321.0,10.5,,1018.6,
19.5,12.2,26.1,,,185.0,6.6,,1019.1,
20.2,11.6,27.8,,,,3.3,,1017.8,
24.0,18.9,28.6,,,,4.8,,1017.5,
23.5,14.9,30.3,,,335.0,4.2,,1021.3,
25.7,21.5,30.4,,,238.0,12.1,,1022.5,
24.5,20.2,28.7,,,283.0,11.8,,1022.6,
21.8,17.8,25.4,,,316.0,15.1,,1023.0,
20.3,17.1,24.7,,,121.0,16.6,,1024.6,
16.7,13.6,20.0,,,57.0,8.0,,1012.2,
18.4,15.9,23.5,2.0,,271.0,14.2,,1009.7,
16.8,13.7,21.7,,,254.0,13.2,,1014.4,
17.9,13.5,22.8,,,268.0,14.0,,1014.8,
19.2,16.5,24.2,0.8,,221.0,18.5,,1010.3,
17.1,13.5,19.5,1.5,,211.0,17.2,,,
17.0,14.8,20.4,1.5,,244.0,19.1,,1002.9,
14.8,12.9,18.4,,,276.0,10.0,,1011.0,
15.8,10.9,20.8,,,300.0,14.5,,1023.2,
16.2,10.4,,,,,,,,
17.6,15.7,19.5,1.8,,219.0,17.1,,,
20.6,17.4,25.9,,,250.0,15.1,,1013.2,
21.2,17.1,27.3,,,196.0,10.8,,1013.4,
24.1,20.0,31.0,,,177.0,12.8,,1010.5,
19.2,16.2,22.9,0.3,,247.0,15.2,,1012.9,
17.9,12.8,23.4,,,194.0,11.9,,,
19.1,15.5,25.4,,,92.0,15.6,,1010.1,
18.1,16.4,22.7,19.1,,171.0,19.4,,1002.1,
18.3,13.9,22.7,,,,,,,
18.2,11.7,24.0,,,,,,,
20.7,15.0,25.8,,,,7.3,,,
21.3,16.7,24.1,,,,3.6,,1019.5,
22.8,19.0,28.4,,,197.0,11.6,,1016.4,
23.1,15.4,31.5,,,,9.2,,1014.8,
19.4,18.1,22.5,6.9,,344.0,10.5,,1016.7,
17.7,12.6,22.0,,,359.0,12.1,,1022.3,
17.1,12.3,22.1,,,115.0,10.0,,1021.0,
16.9,10.6,23.4,,,99.0,11.1,,1014.9,
17.2,15.1,20.0,1.3,,,6.2,,1010.5,
14.7,11.2,19.0,9.1,,303.0,11.6,,1012.0,
15.8,10.8,20.8,,,276.0,9.1,,1019.1,
18.3,15.8,22.2,1.5,,238.0,13.7,,1015.1,
16.1,13.0,19.9,,,,9.3,,1012.8,
14.4,10.8,17.8,2.0,,313.0,13.6,,1016.6,
14.7,7.8,20.2,,,,,,,
16.2,13.9,19.4,,,306.0,14.0,,1017.3,
16.2,11.2,20.9,,,249.0,15.6,,1017.4,
15.6,12.1,18.3,0.5,,304.0,18.2,,1014.5,
12.4,8.8,15.8,,,317.0,15.6,,1018.7,
12.8,8.6,17.1,,,,11.7,,1019.9,
15.4,10.0,17.6,,,286.0,12.5,,1019.0,
15.1,,18.9,0.8,,,,,,
13.0,10.5,16.9,3.0,,250.0,18.4,,,
14.2,10.9,19.0,,,302.0,15.1,,1010.1,
14.2,11.4,18.7,,,273.0,16.8,,1012.4,
13.1,9.9,17.4,1.5,,306.0,16.1,,1018.3,
11.4,8.6,13.5,0.8,,328.0,17.6,,1020.8,
13.1,11.2,14.6,2.8,,339.0,20.9,,1015.4,
13.2,12.0,14.2,4.1,,316.0,20.6,,1008.1,
14.0,12.3,17.2,1.5,,335.0,12.8,,1013.0,
13.2,11.2,15.5,,,14.0,10.1,,1018.2,
13.2,9.5,17.5,,,31.0,7.5,,1017.1,
12.6,10.2,14.8,,,20.0,15.7,,1013.6,
12.6,9.1,15.9,0.8,,342.0,7.0,,1013.1,
13.2,9.1,17.4,,,8.0,6.5,,1016.2,
14.2,11.6,17.3,3.8,,160.0,9.3,,1014.9,
16.1,13.1,20.2,,,,11.9,,1013.0,
17.6,11.6,23.5,,,,15.7,,1010.8,
17.1,15.3,19.2,14.2,,202.0,10.9,,1007.7,
15.7,14.0,17.2,,,207.0,16.9,,1005.9,
16.2,14.5,18.4,2.5,,217.0,26.4,,999.3,
15.1,,,16.0,,,,,,
15.3,13.0,19.1,,,251.0,15.1,,1008.9,
15.3,12.7,18.1,,,232.0,14.9,,1011.9,
16.9,14.6,20.6,,,190.0,16.9,,1005.4,
16.2,14.5,18.3,6.1,,219.0,18.4,,1001.7,
13.3,11.8,15.4,19.1,,177.0,23.8,,994.8,
12.9,11.5,14.7,4.1,,206.0,21.4,,995.1,
14.0,12.1,16.5,,,257.0,13.3,,1008.1,
12.4,6.2,16.4,,,211.0,13.9,,1021.6,
16.3,15.0,17.8,1.5,,236.0,14.7,,1025.3,
16.9,12.4,23.3,,,,8.4,,1022.0,
19.7,16.2,24.6,,,162.0,6.2,,1018.9,
17.5,15.9,19.4,,,206.0,11.8,,1012.5,
16.1,12.7,19.4,7.1,,190.0,12.8,,1009.6,
14.0,11.9,17.4,,,164.0,8.5,,1022.8,
15.4,12.0,19.2,,,114.0,14.4,,1016.3,
16.4,13.6,18.5,3.8,,194.0,13.1,,1009.0,
13.3,7.5,17.1,,,90.0,11.6,,1007.4,
16.5,15.2,17.5,9.7,,164.0,11.1,,1000.9,
12.6,11.0,15.5,19.8,,307.0,13.7,,1000.9,
11.9,7.0,16.4,,,185.0,10.7,,,
14.9,12.8,17.1,5.8,,183.0,14.3,,1010.1,
14.0,12.8,16.8,5.6,,200.0,13.3,,1014.9,
14.4,11.8,16.9,,,233.0,16.0,,1019.5,
14.5,12.0,16.4,6.6,,193.0,20.0,,,
13.1,10.2,16.9,,,,,,,
11.0,6.0,15.9,3.6,,,1.2,,1025.1,
12.1,7.2,15.2,,,,11.9,,1024.7,
15.6,13.0,19.3,,,231.0,20.1,,1014.7,
11.1,,,,,,,,,
7.4,3.0,13.6,,,,4.1,,1038.2,
10.8,7.6,14.4,,,281.0,6.6,,1039.9,
7.8,3.6,13.0,,,,3.4,,1033.4,
10.5,9.1,11.9,1.5,,284.0,9.3,,1024.9,
7.1,1.7,11.5,,,259.0,8.4,,1024.8,
12.1,10.0,13.8,,,283.0,14.9,,1013.9,
12.3,11.0,14.3,1.8,,276.0,15.8,,1008.8,
6.2,2.2,11.4,12.7,,322.0,25.7,,1003.0,
3.9,1.9,6.2,,,358.0,19.9,,1023.9,
5.7,2.6,8.7,,,266.0,9.0,,1030.5,
9.7,6.7,12.7,,,283.0,7.0,,1025.5,
9.2,6.1,11.1,,,252.0,6.6,,1016.4,
6.2,4.3,8.1,,,357.0,20.2,,1024.7,
4.8,2.5,7.8,,,3.0,12.5,,1034.6,
6.1,3.2,9.4,,,0.0,7.1,,1039.2,
9.9,8.1,11.7,,,13.0,8.2,,1039.7,
9.8,8.8,10.7,0.8,,76.0,9.2,,1033.8,
8.2,7.4,9.4,0.8,,9.0,8.7,,,
8.5,7.3,9.3,1.3,,33.0,8.4,,1026.3,
6.9,2.1,9.6,,,,7.9,,,
10.6,7.8,12.3,1.5,,,,,,
9.6,,,2.0,,,,,,
3.9,0.4,7.1,,,253.0,5.8,,1027.4,
10.9,7.7,13.4,,,276.0,10.2,,1022.6,
11.1,7.5,14.1,,,262.0,13.7,,1016.7,
6.5,4.8,8.9,,,309.0,8.6,,1015.6,
7.8,4.7,11.1,,,214.0,9.3,,1008.4,
8.2,5.8,10.2,,,261.0,13.7,,1016.1,
12.3,9.5,13.8,5.1,,226.0,15.6,,1011.2,
14.4,13.7,15.0,3.6,,234.0,15.3,,1008.2,
11.7,7.3,14.8,3.6,,257.0,13.6,,1013.0,
4.9,1.7,7.2,,,,5.2,,1025.3,
7.1,3.8,,,,,,,,
10.2,8.5,11.4,,,242.0,16.8,,1011.7,
10.3,7.6,15.1,7.1,,247.0,20.8,,1014.7,
6.2,2.8,8.3,,,171.0,6.2,,1032.0,
8.9,6.9,11.0,,,156.0,11.9,,1036.5,
5.2,4.2,6.7,,,92.0,10.2,,1039.2,
5.2,3.9,7.4,,,84.0,10.7,,1039.6,
5.1,2.1,8.7,,,67.0,9.8,,1040.0,
3.9,1.8,7.1,,,359.0,5.4,,1039.8,
6.3,3.9,7.9,,,44.0,12.9,,1034.1,
6.3,5.4,7.2,,,52.0,15.7,,1034.2,
2.1,0.1,5.0,,,43.0,10.4,,1039.7,
2.1,-0.9,5.3,,,29.0,13.2,,1038.6,
4.3,3.9,4.8,,,44.0,15.1,,1038.7,
3.6,0.5,5.8,,,354.0,8.6,,1039.8,
5.5,3.1,7.7,0.8,,27.0,9.1,,1038.8,
5.2,2.7,6.7,,,288.0,11.6,,1031.5,
1.8,-1.3,4.7,,,315.0,7.1,,1030.6,
5.1,1.5,8.5,,,291.0,21.4,,1014.5,
1.6,0.5,2.7,,,331.0,17.6,,1014.1,
1.2,-0.8,3.0,,,297.0,12.0,,1020.2,
6.3,2.5,9.2,,,249.0,23.5,,1009.1,
5.6,1.4,9.2,4.8,,308.0,15.9,,1000.6,
1.9,0.3,3.4,,,294.0,15.8,,1009.4,
6.8,2.2,9.4,1.3,,260.0,17.0,,1005.2,
7.5,4.8,9.7,,,265.0,25.1,,1003.3,
2.7,1.1,4.9,0.8,,287.0,13.7,,1001.7,
1.2,-2.0,4.8,,,,,,,
1.4,-0.3,3.7,,,340.0,10.5,,1031.1,
-1.3,-5.3,3.8,,,,,,,
1.5,-1.0,5.3,,,107.0,13.2,,1030.9,
0.1,,,,,,,,,
1.7,-1.7,6.2,,,134.0,12.6,,1028.0,
8.2,6.4,9.1,0.8,,206.0,10.1,,1033.5,
8.4,7.7,9.4,1.5,,,0.0,,1035.4,
6.3,5.5,7.6,1.3,,206.0,8.0,,1033.7,
5.0,3.3,6.1,0.8,,106.0,12.4,,1032.0,
4.5,2.3,6.6,,,113.0,10.0,,1032.8,
5.7,4.3,8.0,2.5,,141.0,3.9,,1028.9,
4.5,1.9,6.9,,,262.0,10.0,,1028.6,
5.6,2.5,7.5,,,171.0,7.4,,1028.7,
9.2,7.6,11.0,,,171.0,7.7,,1023.3,
10.4,9.9,11.4,1.5,,221.0,13.7,,1021.7,
8.3,4.5,10.2,4.8,,280.0,13.8,,1015.8,
4.2,-1.6,8.9,,,,4.7,,1020.6,
9.4,7.0,10.4,3.0,,236.0,16.9,,1016.1,
6.7,4.3,9.3,,,226.0,14.1,,1016.5,
7.5,5.7,9.8,,,231.0,18.8,,1012.1,
11.0,8.4,12.8,2.8,,217.0,21.0,,1011.0,
11.9,9.5,13.0,1.3,,226.0,23.5,,1007.9,
9.5,8.9,10.5,1.8,,239.0,19.9,,1002.6,
10.3,8.0,11.9,4.8,,203.0,27.1,,991.0,
9.3,5.9,11.3,2.8,,289.0,21.8,,996.2,
8.0,4.7,11.9,,,224.0,19.4,,1011.8,
10.5,9.2,11.6,15.0,,222.0,27.2,,1001.0,
10.6,7.5,13.7,5.1,,210.0,17.0,,1003.9,
11.2,7.3,12.6,4.8,,228.0,32.5,,1013.0,
10.9,9.0,13.9,,,221.0,16.3,,1019.8,
11.8,10.3,13.7,0.8,,227.0,20.6,,1012.6,
9.5,7.1,11.5,1.5,,244.0,23.1,,1011.6,
11.9,8.5,13.6,3.6,,205.0,34.7,,1008.7,
13.1,11.3,14.1,1.5,,225.0,31.3,,1010.4,
10.3,5.3,12.0,5.1,,214.0,18.2,,1005.5,
8.9,6.1,12.9,18.0,,221.0,25.1,,1006.6,
10.7,7.8,13.0,4.8,,228.0,21.7,,995.8,
7.5,5.7,9.3,1.5,,284.0,19.9,,1004.5,
7.4,4.0,12.3,,,248.0,18.0,,1016.6,
11.5,10.0,13.1,1.5,,224.0,17.6,,1015.3,
10.7,6.8,12.7,0.8,,234.0,27.7,,1005.3,
9.3,6.4,12.0,1.8,,225.0,23.5,,1007.6,
12.9,11.7,13.7,2.8,,241.0,25.5,,1001.9,
12.1,10.0,13.7,1.5,,257.0,18.0,,1010.1,
8.7,5.8,10.0,,,342.0,14.8,,1017.9,
5.4,2.7,7.9,,,46.0,21.4,,1029.8,
4.5,1.1,8.4,,,40.0,12.1,,1034.0,
5.7,3.6,9.7,,,50.0,10.7,,1030.9,
4.9,1.7,8.3,,,300.0,9.0,,1022.4,
6.8,5.2,8.8,0.5,,294.0,16.6,,1022.0,
9.7,7.4,11.3,,,271.0,22.4,,1016.7,
9.0,5.2,11.4,9.9,,283.0,33.2,,999.0,
5.2,2.4,8.4,1.5,,269.0,17.5,,1017.6,
10.4,7.1,13.6,1.0,,274.0,26.7,,1001.9,
5.7,3.1,7.4,1.3,,291.0,27.3,,1003.2,
5.9,3.3,9.7,,,263.0,15.8,,1009.4,
11.1,9.7,13.1,3.0,,240.0,22.3,,999.2,
9.6,5.1,11.8,6.1,,236.0,33.8,,990.2,
6.1,4.2,9.0,2.8,,254.0,21.0,,996.2,
5.8,1.9,9.5,,,,14.6,,,
5.3,3.3,8.2,,,43.0,12.5,,1010.4,
4.7,1.0,7.7,,,350.0,12.0,,1017.8,
7.8,5.4,9.7,,,303.0,10.6,,1019.7,
8.4,7.2,9.7,,,301.0,11.4,,1019.1,
7.2,3.3,10.9,,,248.0,6.9,,1014.8,
9.4,5.2,12.2,1.5,,237.0,22.6,,1008.2,
11.4,6.6,14.3,,,262.0,15.7,,1017.6,
9.9,4.2,14.1,,,205.0,13.6,,,
7.5,3.6,12.0,0.8,,234.0,22.2,,1012.8,
7.9,2.0,11.5,,,202.0,24.7,,1011.3,
9.4,7.0,14.0,0.3,,,12.5,,,
8.3,3.0,12.1,0.3,,,7.7,,1014.2,
6.1,4.9,7.9,,,49.0,23.7,,,
5.2,3.7,6.5,,,63.0,31.8,,,
6.6,3.8,8.1,7.1,,,,,,
10.1,6.9,15.3,2.0,,143.0,7.7,,1009.7,
11.5,10.0,14.3,8.1,,192.0,15.9,,1005.4,
10.0,9.1,11.2,8.6,,200.0,24.8,,994.8,
10.5,8.3,12.4,,,256.0,14.8,,1002.8,
12.3,10.7,14.0,4.1,,255.0,16.5,,1011.6,
13.2,10.5,15.7,,,280.0,18.3,,1018.6,
12.3,9.9,15.9,,,273.0,10.4,,1025.9,
9.2,6.8,12.9,,,115.0,16.6,,1032.8,
9.2,5.9,13.8,,,164.0,11.4,,1033.5,
9.0,2.3,14.3,,,,5.2,,1029.6,
9.0,,12.1,,,,,,,
8.0,4.7,12.9,,,87.0,12.1,,1032.1,
7.7,1.0,13.5,,,75.0,13.1,,1027.0,
10.8,4.9,17.9,,,107.0,8.5,,1021.0,
12.4,8.1,17.6,,,205.0,10.1,,1019.5,
10.1,6.5,12.3,,,,,,,
12.4,10.7,15.5,,,211.0,17.1,,1013.7,
13.6,9.3,18.2,,,128.0,12.7,,1010.7,
15.2,9.4,21.4,,,131.0,10.4,,1005.9,
13.6,8.9,19.8,,,64.0,11.1,,1008.3,
11.3,7.3,16.1,,,76.0,15.0,,1007.4,
8.6,5.7,11.4,,,70.0,30.5,,1016.3,
8.3,4.3,12.9,,,48.0,20.8,,1022.0,
9.1,4.4,14.1,,,31.0,12.3,,,
7.0,,10.7,,,,,,,
8.2,4.7,12.7,,,41.0,24.3,,,
8.6,,,,,,,,,
7.8,3.5,12.6,,,16.0,19.1,,,
7.2,3.5,11.3,1.5,,,,,,
7.2,0.9,12.1,,,,6.0,,1013.3,
8.5,5.0,11.8,,,318.0,4.9,,,
9.4,2.6,15.9,,,,,,,
10.1,4.4,15.9,,,,9.7,,1015.1,
8.8,4.2,14.4,1.5,,215.0,11.1,,1015.6,
9.0,5.6,13.9,,,296.0,6.6,,1021.3,
11.1,3.9,17.8,,,,7.2,,1029.1,
14.6,8.7,20.3,,,203.0,13.8,,1033.1,
15.4,11.6,20.4,,,251.0,15.9,,1030.5,
15.1,7.6,22.7,,,258.0,7.7,,1031.5,
14.7,9.7,22.8,,,240.0,6.2,,1027.6,
12.8,9.5,17.1,,,,9.4,,1022.6,
10.3,8.3,15.0,8.4,,242.0,21.1,,1007.3,
9.7,5.6,14.7,1.5,,236.0,19.2,,1009.4,
10.4,5.7,15.5,9.9,79.0,223.0,26.2,,995.0,
9.7,5.3,15.0,1.0,,251.0,33.2,,999.6,
9.7,8.3,12.0,17.0,,203.0,22.8,,999.2,
10.4,6.6,15.3,,,225.0,17.8,,1001.4,
11.2,7.3,15.7,,,328.0,9.7,,1008.3,
11.1,7.3,15.3,,,359.0,10.5,,1017.0,
10.2,6.5,13.2,,,2.0,11.8,,1021.8,
8.6,4.2,12.2,,,350.0,16.7,,,
11.4,6.7,15.7,1.3,,70.0,16.4,,,
11.8,9.1,16.6,5.6,,62.0,11.6,,1021.6,
10.7,7.2,16.5,,79.0,17.0,15.5,,,
11.0,9.1,13.3,,,359.0,13.1,,1012.7,
13.6,11.2,16.7,,,310.0,8.9,,1008.5,
14.0,11.5,17.5,,,330.0,10.5,,1010.6,
12.6,,,,,,,,,
12.2,10.4,13.8,7.6,,147.0,19.5,,1007.8,
13.6,10.7,,3.6,,,,,,
15.4,11.3,20.7,,,229.0,16.8,,1022.1,
18.1,11.3,25.4,,,134.0,12.7,,1019.4,
17.3,13.8,22.9,,,104.0,23.1,,1011.4,
15.1,13.1,18.6,4.8,,225.0,17.7,,1012.2,
15.8,12.5,19.9,,,225.0,17.4,,1016.4,
15.7,12.7,19.0,,,165.0,19.2,,1010.5,
16.0,14.0,18.6,12.4,,198.0,18.6,,999.7,
14.7,12.7,18.6,6.1,,179.0,28.2,,994.3,
14.8,12.1,18.2,1.5,,227.0,21.6,,1003.8,
13.2,10.8,17.9,7.1,,201.0,27.4,,1002.5,
12.7,9.8,16.8,0.8,,209.0,26.8,,1006.4,
10.3,8.1,12.1,9.1,,195.0,16.8,,999.3,
11.9,5.6,18.0,4.6,,,10.0,,1003.1,
12.3,9.4,16.2,1.3,,175.0,20.5,,1004.3,
13.2,10.0,17.6,1.3,,,,,,
12.9,9.9,17.3,,,210.0,17.4,,1020.8,
14.7,8.6,19.8,,,,10.7,,,
16.2,9.8,22.8,,,,14.9,,,
19.6,11.9,26.8,,,116.0,17.5,,,
15.5,11.9,18.7,1.3,,237.0,13.8,,1009.0,
13.4,10.3,17.0,0.8,,228.0,9.7,,1005.9,
12.6,11.4,13.3,20.8,,336.0,12.8,,998.2,
15.6,12.5,17.4,9.7,,,,,,
14.4,13.0,15.8,1.5,,198.0,13.3,,1002.2,
14.6,10.1,17.5,,,141.0,10.1,,,
14.0,13.0,15.7,,,219.0,17.2,,1005.6,
13.1,10.5,17.2,5.8,,219.0,20.3,,1007.5,
13.4,,18.2,0.5,,,,,,
14.2,11.1,17.6,0.0,,,,,,
14.9,10.8,19.4,2.8,,232.0,14.3,,,
18.5,14.7,,,,,,,,
16.5,,,,,,,,,
17.2,14.5,20.2,1.3,,203.0,15.9,,1015.2,
20.7,14.6,26.6,,,,12.5,,1014.4,
17.7,,,,,,,,,
15.8,10.9,,,,,,,,
16.9,14.0,22.3,,,,,,,
15.7,12.4,21.9,1.3,,,,,,
16.3,12.9,19.1,3.8,,227.0,16.5,,1018.2,
16.9,12.8,20.4,,,286.0,13.0,,1020.7,
17.5,12.8,21.4,,,299.0,12.4,,1026.0,
17.0,12.8,20.4,,,294.0,10.6,,1027.4,
18.8,13.4,24.6,,,276.0,12.4,,1022.3,
15.6,12.3,18.5,,,325.0,18.9,,1018.7,
14.4,9.4,18.5,,,315.0,12.9,,,
14.2,7.6,18.9,,,263.0,13.5,,,
15.6,12.5,19.9,,,259.0,17.4,,1015.1,
14.8,12.1,17.4,3.0,,245.0,18.6,,1001.8,
14.2,11.4,17.9,1.5,,244.0,18.5,,999.8,
14.1,11.8,17.0,14.0,,276.0,15.4,,997.3,
14.8,9.7,20.0,,,261.0,15.7,,,
15.4,12.8,19.5,6.1,,211.0,14.1,,1009.3,
16.3,13.3,20.0,5.8,,321.0,11.6,,1014.5,
16.6,14.0,19.9,1.3,,237.0,14.5,,1014.6,
17.0,15.7,19.0,0.5,,220.0,19.5,,1008.5,
16.5,,21.4,1.3,,,,,,
14.7,10.7,19.1,0.0,,208.0,15.2,,1009.3,
15.0,10.5,20.1,1.5,,,,,,
15.4,12.5,17.3,0.0,,191.0,8.5,,1019.4,
16.7,10.3,22.2,,,328.0,8.5,,1020.9,
19.7,14.2,24.9,,,346.0,5.4,,1026.5,
21.0,15.9,25.1,,,73.0,8.5,,1024.8,
21.3,18.2,24.1,,,10.0,9.0,,1020.9,
18.2,13.7,21.0,,,336.0,13.4,,1020.6,
18.4,16.0,21.8,,,71.0,12.2,,1020.7,
18.8,14.7,23.7,,,145.0,11.6,,1019.5,
17.5,14.3,21.9,,,276.0,10.0,,1015.2,
15.8,11.6,19.8,,,316.0,13.1,,,
17.9,13.5,22.2,,,290.0,11.0,,1019.5,
18.1,15.5,20.1,,,265.0,15.4,,1012.6,
17.7,14.6,19.8,,,310.0,15.3,,1015.6,
17.3,12.0,21.1,,,252.0,11.4,,1016.6,
21.6,16.8,27.5,,,260.0,11.4,,1016.3,
20.7,15.6,,,,,,,,
24.5,19.4,30.8,,,340.0,8.5,,1017.3,
24.2,18.0,32.5,4.3,,,,,,
21.9,18.8,25.4,0.0,,,,,,
18.4,16.4,21.8,15.0,,268.0,11.8,,,
16.2,12.4,20.9,,,185.0,3.2,,1011.8,
19.8,15.8,25.0,,,160.0,10.9,,1010.8,
17.7,15.7,20.1,5.8,,123.0,9.7,,1011.6,
16.5,13.9,20.8,17.0,,42.0,9.5,,1011.9,
17.1,13.4,20.6,1.0,,17.0,7.8,,1014.3,
19.2,16.0,22.8,1.3,,357.0,12.6,,1016.4,
19.9,,26.7,,,,,,,
17.5,15.8,20.3,3.8,,295.0,9.0,,1011.2,
16.7,14.6,19.7,9.1,,142.0,11.4,,1002.7,
16.9,13.8,21.9,,,337.0,10.7,,,
17.5,15.2,22.1,,,261.0,10.7,,1007.2,
18.3,16.0,22.0,,,309.0,11.1,,1013.1,
18.7,12.3,25.0,,,249.0,8.3,,1020.2,
20.5,15.4,25.4,,,,9.8,,,
23.8,19.7,30.2,,,197.0,9.1,,1015.8,
22.2,17.2,28.4,,,62.0,9.6,,1017.9,
23.9,18.7,30.4,,,184.0,12.8,,1013.9,
22.3,18.4,26.1,,,239.0,8.1,,1010.9,
22.3,19.5,26.6,1.5,,273.0,9.4,,1012.2,
18.8,17.0,21.2,,,304.0,7.2,,1014.5,
18.6,,23.2,,,,,,,
